question_id,judge_model,model_1,model_2,wins
80,7b-JudgeLM,llama_chat,gold_truth,gold_truth
81,7b-JudgeLM,llama_chat,gold_truth,llama_chat
82,7b-JudgeLM,llama_chat,gold_truth,llama_chat
83,7b-JudgeLM,llama_chat,gold_truth,llama_chat
84,7b-JudgeLM,llama_chat,gold_truth,llama_chat
85,7b-JudgeLM,llama_chat,gold_truth,gold_truth
86,7b-JudgeLM,llama_chat,gold_truth,llama_chat
87,7b-JudgeLM,llama_chat,gold_truth,llama_chat
88,7b-JudgeLM,llama_chat,gold_truth,llama_chat
89,7b-JudgeLM,llama_chat,gold_truth,llama_chat
90,7b-JudgeLM,llama_chat,gold_truth,llama_chat
91,7b-JudgeLM,llama_chat,gold_truth,llama_chat
92,7b-JudgeLM,llama_chat,gold_truth,llama_chat
93,7b-JudgeLM,llama_chat,gold_truth,llama_chat
94,7b-JudgeLM,llama_chat,gold_truth,llama_chat
95,7b-JudgeLM,llama_chat,gold_truth,llama_chat
96,7b-JudgeLM,llama_chat,gold_truth,llama_chat
97,7b-JudgeLM,llama_chat,gold_truth,llama_chat
98,7b-JudgeLM,llama_chat,gold_truth,llama_chat
99,7b-JudgeLM,llama_chat,gold_truth,llama_chat
100,7b-JudgeLM,llama_chat,gold_truth,llama_chat
101,7b-JudgeLM,llama_chat,gold_truth,llama_chat
102,7b-JudgeLM,llama_chat,gold_truth,llama_chat
103,7b-JudgeLM,llama_chat,gold_truth,llama_chat
104,7b-JudgeLM,llama_chat,gold_truth,llama_chat
105,7b-JudgeLM,llama_chat,gold_truth,llama_chat
106,7b-JudgeLM,llama_chat,gold_truth,llama_chat
107,7b-JudgeLM,llama_chat,gold_truth,llama_chat
108,7b-JudgeLM,llama_chat,gold_truth,llama_chat
109,7b-JudgeLM,llama_chat,gold_truth,llama_chat
110,7b-JudgeLM,llama_chat,gold_truth,llama_chat
111,7b-JudgeLM,llama_chat,gold_truth,llama_chat
112,7b-JudgeLM,llama_chat,gold_truth,llama_chat
113,7b-JudgeLM,llama_chat,gold_truth,gold_truth
114,7b-JudgeLM,llama_chat,gold_truth,llama_chat
115,7b-JudgeLM,llama_chat,gold_truth,gold_truth
116,7b-JudgeLM,llama_chat,gold_truth,llama_chat
117,7b-JudgeLM,llama_chat,gold_truth,llama_chat
118,7b-JudgeLM,llama_chat,gold_truth,llama_chat
119,7b-JudgeLM,llama_chat,gold_truth,llama_chat
120,7b-JudgeLM,llama_chat,gold_truth,llama_chat
121,7b-JudgeLM,llama_chat,gold_truth,llama_chat
122,7b-JudgeLM,llama_chat,gold_truth,gold_truth
123,7b-JudgeLM,llama_chat,gold_truth,llama_chat
124,7b-JudgeLM,llama_chat,gold_truth,gold_truth
125,7b-JudgeLM,llama_chat,gold_truth,llama_chat
126,7b-JudgeLM,llama_chat,gold_truth,llama_chat
127,7b-JudgeLM,llama_chat,gold_truth,llama_chat
128,7b-JudgeLM,llama_chat,gold_truth,llama_chat
129,7b-JudgeLM,llama_chat,gold_truth,llama_chat
130,7b-JudgeLM,llama_chat,gold_truth,gold_truth
131,7b-JudgeLM,llama_chat,gold_truth,llama_chat
132,7b-JudgeLM,llama_chat,gold_truth,llama_chat
133,7b-JudgeLM,llama_chat,gold_truth,gold_truth
134,7b-JudgeLM,llama_chat,gold_truth,llama_chat
135,7b-JudgeLM,llama_chat,gold_truth,llama_chat
136,7b-JudgeLM,llama_chat,gold_truth,llama_chat
137,7b-JudgeLM,llama_chat,gold_truth,llama_chat
138,7b-JudgeLM,llama_chat,gold_truth,llama_chat
139,7b-JudgeLM,llama_chat,gold_truth,llama_chat
140,7b-JudgeLM,llama_chat,gold_truth,llama_chat
141,7b-JudgeLM,llama_chat,gold_truth,llama_chat
142,7b-JudgeLM,llama_chat,gold_truth,llama_chat
143,7b-JudgeLM,llama_chat,gold_truth,llama_chat
144,7b-JudgeLM,llama_chat,gold_truth,llama_chat
145,7b-JudgeLM,llama_chat,gold_truth,llama_chat
146,7b-JudgeLM,llama_chat,gold_truth,llama_chat
147,7b-JudgeLM,llama_chat,gold_truth,llama_chat
148,7b-JudgeLM,llama_chat,gold_truth,gold_truth
149,7b-JudgeLM,llama_chat,gold_truth,llama_chat
150,7b-JudgeLM,llama_chat,gold_truth,llama_chat
151,7b-JudgeLM,llama_chat,gold_truth,llama_chat
152,7b-JudgeLM,llama_chat,gold_truth,llama_chat
153,7b-JudgeLM,llama_chat,gold_truth,llama_chat
154,7b-JudgeLM,llama_chat,gold_truth,llama_chat
155,7b-JudgeLM,llama_chat,gold_truth,llama_chat
156,7b-JudgeLM,llama_chat,gold_truth,llama_chat
157,7b-JudgeLM,llama_chat,gold_truth,llama_chat
158,7b-JudgeLM,llama_chat,gold_truth,llama_chat
159,7b-JudgeLM,llama_chat,gold_truth,llama_chat
160,7b-JudgeLM,llama_chat,gold_truth,gold_truth
161,7b-JudgeLM,llama_chat,gold_truth,llama_chat
162,7b-JudgeLM,llama_chat,gold_truth,llama_chat
163,7b-JudgeLM,llama_chat,gold_truth,gold_truth
164,7b-JudgeLM,llama_chat,gold_truth,llama_chat
165,7b-JudgeLM,llama_chat,gold_truth,llama_chat
166,7b-JudgeLM,llama_chat,gold_truth,gold_truth
167,7b-JudgeLM,llama_chat,gold_truth,llama_chat
168,7b-JudgeLM,llama_chat,gold_truth,llama_chat
169,7b-JudgeLM,llama_chat,gold_truth,gold_truth
170,7b-JudgeLM,llama_chat,gold_truth,llama_chat
171,7b-JudgeLM,llama_chat,gold_truth,llama_chat
172,7b-JudgeLM,llama_chat,gold_truth,llama_chat
173,7b-JudgeLM,llama_chat,gold_truth,gold_truth
174,7b-JudgeLM,llama_chat,gold_truth,gold_truth
175,7b-JudgeLM,llama_chat,gold_truth,llama_chat
176,7b-JudgeLM,llama_chat,gold_truth,llama_chat
177,7b-JudgeLM,llama_chat,gold_truth,gold_truth
178,7b-JudgeLM,llama_chat,gold_truth,llama_chat
179,7b-JudgeLM,llama_chat,gold_truth,llama_chat
180,7b-JudgeLM,llama_chat,gold_truth,llama_chat
181,7b-JudgeLM,llama_chat,gold_truth,llama_chat
182,7b-JudgeLM,llama_chat,gold_truth,llama_chat
183,7b-JudgeLM,llama_chat,gold_truth,gold_truth
184,7b-JudgeLM,llama_chat,gold_truth,gold_truth
185,7b-JudgeLM,llama_chat,gold_truth,gold_truth
186,7b-JudgeLM,llama_chat,gold_truth,llama_chat
187,7b-JudgeLM,llama_chat,gold_truth,llama_chat
188,7b-JudgeLM,llama_chat,gold_truth,gold_truth
189,7b-JudgeLM,llama_chat,gold_truth,gold_truth
190,7b-JudgeLM,llama_chat,gold_truth,llama_chat
191,7b-JudgeLM,llama_chat,gold_truth,llama_chat
192,7b-JudgeLM,llama_chat,gold_truth,llama_chat
193,7b-JudgeLM,llama_chat,gold_truth,gold_truth
194,7b-JudgeLM,llama_chat,gold_truth,gold_truth
195,7b-JudgeLM,llama_chat,gold_truth,llama_chat
196,7b-JudgeLM,llama_chat,gold_truth,llama_chat
197,7b-JudgeLM,llama_chat,gold_truth,llama_chat
198,7b-JudgeLM,llama_chat,gold_truth,llama_chat
199,7b-JudgeLM,llama_chat,gold_truth,llama_chat
200,7b-JudgeLM,llama_chat,gold_truth,llama_chat
201,7b-JudgeLM,llama_chat,gold_truth,gold_truth
202,7b-JudgeLM,llama_chat,gold_truth,llama_chat
203,7b-JudgeLM,llama_chat,gold_truth,llama_chat
204,7b-JudgeLM,llama_chat,gold_truth,llama_chat
205,7b-JudgeLM,llama_chat,gold_truth,llama_chat
206,7b-JudgeLM,llama_chat,gold_truth,llama_chat
207,7b-JudgeLM,llama_chat,gold_truth,gold_truth
208,7b-JudgeLM,llama_chat,gold_truth,llama_chat
209,7b-JudgeLM,llama_chat,gold_truth,gold_truth
210,7b-JudgeLM,llama_chat,gold_truth,llama_chat
211,7b-JudgeLM,llama_chat,gold_truth,llama_chat
212,7b-JudgeLM,llama_chat,gold_truth,llama_chat
213,7b-JudgeLM,llama_chat,gold_truth,llama_chat
214,7b-JudgeLM,llama_chat,gold_truth,llama_chat
215,7b-JudgeLM,llama_chat,gold_truth,llama_chat
216,7b-JudgeLM,llama_chat,gold_truth,llama_chat
217,7b-JudgeLM,llama_chat,gold_truth,llama_chat
218,7b-JudgeLM,llama_chat,gold_truth,gold_truth
219,7b-JudgeLM,llama_chat,gold_truth,llama_chat
220,7b-JudgeLM,llama_chat,gold_truth,llama_chat
221,7b-JudgeLM,llama_chat,gold_truth,gold_truth
222,7b-JudgeLM,llama_chat,gold_truth,gold_truth
223,7b-JudgeLM,llama_chat,gold_truth,gold_truth
224,7b-JudgeLM,llama_chat,gold_truth,llama_chat
225,7b-JudgeLM,llama_chat,gold_truth,llama_chat
226,7b-JudgeLM,llama_chat,gold_truth,llama_chat
227,7b-JudgeLM,llama_chat,gold_truth,llama_chat
228,7b-JudgeLM,llama_chat,gold_truth,gold_truth
229,7b-JudgeLM,llama_chat,gold_truth,llama_chat
230,7b-JudgeLM,llama_chat,gold_truth,llama_chat
231,7b-JudgeLM,llama_chat,gold_truth,gold_truth
232,7b-JudgeLM,llama_chat,gold_truth,llama_chat
233,7b-JudgeLM,llama_chat,gold_truth,llama_chat
234,7b-JudgeLM,llama_chat,gold_truth,llama_chat
235,7b-JudgeLM,llama_chat,gold_truth,llama_chat
236,7b-JudgeLM,llama_chat,gold_truth,llama_chat
237,7b-JudgeLM,llama_chat,gold_truth,llama_chat
238,7b-JudgeLM,llama_chat,gold_truth,llama_chat
239,7b-JudgeLM,llama_chat,gold_truth,llama_chat
240,7b-JudgeLM,llama_chat,gold_truth,llama_chat
241,7b-JudgeLM,llama_chat,gold_truth,llama_chat
242,7b-JudgeLM,llama_chat,gold_truth,llama_chat
243,7b-JudgeLM,llama_chat,gold_truth,gold_truth
244,7b-JudgeLM,llama_chat,gold_truth,llama_chat
245,7b-JudgeLM,llama_chat,gold_truth,llama_chat
246,7b-JudgeLM,llama_chat,gold_truth,llama_chat
247,7b-JudgeLM,llama_chat,gold_truth,llama_chat
248,7b-JudgeLM,llama_chat,gold_truth,gold_truth
249,7b-JudgeLM,llama_chat,gold_truth,gold_truth
250,7b-JudgeLM,llama_chat,gold_truth,llama_chat
251,7b-JudgeLM,llama_chat,gold_truth,llama_chat
252,7b-JudgeLM,llama_chat,gold_truth,llama_chat
253,7b-JudgeLM,llama_chat,gold_truth,gold_truth
254,7b-JudgeLM,llama_chat,gold_truth,llama_chat
255,7b-JudgeLM,llama_chat,gold_truth,llama_chat
256,7b-JudgeLM,llama_chat,gold_truth,gold_truth
257,7b-JudgeLM,llama_chat,gold_truth,llama_chat
258,7b-JudgeLM,llama_chat,gold_truth,llama_chat
259,7b-JudgeLM,llama_chat,gold_truth,llama_chat
260,7b-JudgeLM,llama_chat,gold_truth,llama_chat
261,7b-JudgeLM,llama_chat,gold_truth,llama_chat
262,7b-JudgeLM,llama_chat,gold_truth,llama_chat
263,7b-JudgeLM,llama_chat,gold_truth,llama_chat
264,7b-JudgeLM,llama_chat,gold_truth,llama_chat
265,7b-JudgeLM,llama_chat,gold_truth,llama_chat
266,7b-JudgeLM,llama_chat,gold_truth,llama_chat
267,7b-JudgeLM,llama_chat,gold_truth,llama_chat
268,7b-JudgeLM,llama_chat,gold_truth,gold_truth
269,7b-JudgeLM,llama_chat,gold_truth,gold_truth
270,7b-JudgeLM,llama_chat,gold_truth,llama_chat
271,7b-JudgeLM,llama_chat,gold_truth,gold_truth
272,7b-JudgeLM,llama_chat,gold_truth,llama_chat
273,7b-JudgeLM,llama_chat,gold_truth,llama_chat
274,7b-JudgeLM,llama_chat,gold_truth,gold_truth
275,7b-JudgeLM,llama_chat,gold_truth,llama_chat
276,7b-JudgeLM,llama_chat,gold_truth,gold_truth
277,7b-JudgeLM,llama_chat,gold_truth,llama_chat
278,7b-JudgeLM,llama_chat,gold_truth,llama_chat
279,7b-JudgeLM,llama_chat,gold_truth,llama_chat
280,7b-JudgeLM,llama_chat,gold_truth,llama_chat
281,7b-JudgeLM,llama_chat,gold_truth,llama_chat
282,7b-JudgeLM,llama_chat,gold_truth,llama_chat
283,7b-JudgeLM,llama_chat,gold_truth,llama_chat
284,7b-JudgeLM,llama_chat,gold_truth,llama_chat
285,7b-JudgeLM,llama_chat,gold_truth,llama_chat
286,7b-JudgeLM,llama_chat,gold_truth,llama_chat
287,7b-JudgeLM,llama_chat,gold_truth,llama_chat
288,7b-JudgeLM,llama_chat,gold_truth,llama_chat
289,7b-JudgeLM,llama_chat,gold_truth,llama_chat
290,7b-JudgeLM,llama_chat,gold_truth,llama_chat
291,7b-JudgeLM,llama_chat,gold_truth,gold_truth
292,7b-JudgeLM,llama_chat,gold_truth,llama_chat
293,7b-JudgeLM,llama_chat,gold_truth,llama_chat
294,7b-JudgeLM,llama_chat,gold_truth,llama_chat
295,7b-JudgeLM,llama_chat,gold_truth,gold_truth
296,7b-JudgeLM,llama_chat,gold_truth,llama_chat
297,7b-JudgeLM,llama_chat,gold_truth,llama_chat
298,7b-JudgeLM,llama_chat,gold_truth,gold_truth
299,7b-JudgeLM,llama_chat,gold_truth,llama_chat
300,7b-JudgeLM,llama_chat,gold_truth,gold_truth
301,7b-JudgeLM,llama_chat,gold_truth,gold_truth
302,7b-JudgeLM,llama_chat,gold_truth,gold_truth
303,7b-JudgeLM,llama_chat,gold_truth,gold_truth
304,7b-JudgeLM,llama_chat,gold_truth,llama_chat
305,7b-JudgeLM,llama_chat,gold_truth,llama_chat
306,7b-JudgeLM,llama_chat,gold_truth,llama_chat
307,7b-JudgeLM,llama_chat,gold_truth,llama_chat
308,7b-JudgeLM,llama_chat,gold_truth,llama_chat
309,7b-JudgeLM,llama_chat,gold_truth,gold_truth
310,7b-JudgeLM,llama_chat,gold_truth,llama_chat
311,7b-JudgeLM,llama_chat,gold_truth,llama_chat
312,7b-JudgeLM,llama_chat,gold_truth,llama_chat
313,7b-JudgeLM,llama_chat,gold_truth,llama_chat
314,7b-JudgeLM,llama_chat,gold_truth,llama_chat
315,7b-JudgeLM,llama_chat,gold_truth,llama_chat
316,7b-JudgeLM,llama_chat,gold_truth,llama_chat
317,7b-JudgeLM,llama_chat,gold_truth,gold_truth
318,7b-JudgeLM,llama_chat,gold_truth,llama_chat
319,7b-JudgeLM,llama_chat,gold_truth,llama_chat
320,7b-JudgeLM,llama_chat,gold_truth,llama_chat
321,7b-JudgeLM,llama_chat,gold_truth,llama_chat
322,7b-JudgeLM,llama_chat,gold_truth,llama_chat
323,7b-JudgeLM,llama_chat,gold_truth,llama_chat
324,7b-JudgeLM,llama_chat,gold_truth,llama_chat
325,7b-JudgeLM,llama_chat,gold_truth,llama_chat
326,7b-JudgeLM,llama_chat,gold_truth,llama_chat
327,7b-JudgeLM,llama_chat,gold_truth,llama_chat
328,7b-JudgeLM,llama_chat,gold_truth,llama_chat
329,7b-JudgeLM,llama_chat,gold_truth,gold_truth
330,7b-JudgeLM,llama_chat,gold_truth,llama_chat
331,7b-JudgeLM,llama_chat,gold_truth,llama_chat
332,7b-JudgeLM,llama_chat,gold_truth,llama_chat
333,7b-JudgeLM,llama_chat,gold_truth,llama_chat
334,7b-JudgeLM,llama_chat,gold_truth,llama_chat
335,7b-JudgeLM,llama_chat,gold_truth,llama_chat
336,7b-JudgeLM,llama_chat,gold_truth,llama_chat
337,7b-JudgeLM,llama_chat,gold_truth,llama_chat
338,7b-JudgeLM,llama_chat,gold_truth,llama_chat
339,7b-JudgeLM,llama_chat,gold_truth,gold_truth
340,7b-JudgeLM,llama_chat,gold_truth,llama_chat
341,7b-JudgeLM,llama_chat,gold_truth,gold_truth
342,7b-JudgeLM,llama_chat,gold_truth,llama_chat
343,7b-JudgeLM,llama_chat,gold_truth,llama_chat
344,7b-JudgeLM,llama_chat,gold_truth,gold_truth
345,7b-JudgeLM,llama_chat,gold_truth,llama_chat
346,7b-JudgeLM,llama_chat,gold_truth,llama_chat
347,7b-JudgeLM,llama_chat,gold_truth,llama_chat
348,7b-JudgeLM,llama_chat,gold_truth,llama_chat
349,7b-JudgeLM,llama_chat,gold_truth,llama_chat
350,7b-JudgeLM,llama_chat,gold_truth,llama_chat
351,7b-JudgeLM,llama_chat,gold_truth,llama_chat
352,7b-JudgeLM,llama_chat,gold_truth,llama_chat
353,7b-JudgeLM,llama_chat,gold_truth,gold_truth
354,7b-JudgeLM,llama_chat,gold_truth,llama_chat
355,7b-JudgeLM,llama_chat,gold_truth,llama_chat
356,7b-JudgeLM,llama_chat,gold_truth,llama_chat
357,7b-JudgeLM,llama_chat,gold_truth,llama_chat
358,7b-JudgeLM,llama_chat,gold_truth,llama_chat
359,7b-JudgeLM,llama_chat,gold_truth,llama_chat
360,7b-JudgeLM,llama_chat,gold_truth,llama_chat
361,7b-JudgeLM,llama_chat,gold_truth,gold_truth
362,7b-JudgeLM,llama_chat,gold_truth,llama_chat
363,7b-JudgeLM,llama_chat,gold_truth,llama_chat
364,7b-JudgeLM,llama_chat,gold_truth,llama_chat
365,7b-JudgeLM,llama_chat,gold_truth,llama_chat
366,7b-JudgeLM,llama_chat,gold_truth,llama_chat
367,7b-JudgeLM,llama_chat,gold_truth,llama_chat
368,7b-JudgeLM,llama_chat,gold_truth,gold_truth
369,7b-JudgeLM,llama_chat,gold_truth,llama_chat
370,7b-JudgeLM,llama_chat,gold_truth,llama_chat
371,7b-JudgeLM,llama_chat,gold_truth,gold_truth
372,7b-JudgeLM,llama_chat,gold_truth,llama_chat
373,7b-JudgeLM,llama_chat,gold_truth,llama_chat
374,7b-JudgeLM,llama_chat,gold_truth,llama_chat
375,7b-JudgeLM,llama_chat,gold_truth,llama_chat
376,7b-JudgeLM,llama_chat,gold_truth,llama_chat
377,7b-JudgeLM,llama_chat,gold_truth,gold_truth
378,7b-JudgeLM,llama_chat,gold_truth,llama_chat
379,7b-JudgeLM,llama_chat,gold_truth,llama_chat
380,7b-JudgeLM,llama_chat,gold_truth,gold_truth
381,7b-JudgeLM,llama_chat,gold_truth,llama_chat
382,7b-JudgeLM,llama_chat,gold_truth,llama_chat
383,7b-JudgeLM,llama_chat,gold_truth,llama_chat
384,7b-JudgeLM,llama_chat,gold_truth,llama_chat
385,7b-JudgeLM,llama_chat,gold_truth,llama_chat
386,7b-JudgeLM,llama_chat,gold_truth,llama_chat
387,7b-JudgeLM,llama_chat,gold_truth,llama_chat
388,7b-JudgeLM,llama_chat,gold_truth,llama_chat
389,7b-JudgeLM,llama_chat,gold_truth,llama_chat
390,7b-JudgeLM,llama_chat,gold_truth,llama_chat
391,7b-JudgeLM,llama_chat,gold_truth,llama_chat
392,7b-JudgeLM,llama_chat,gold_truth,llama_chat
393,7b-JudgeLM,llama_chat,gold_truth,gold_truth
394,7b-JudgeLM,llama_chat,gold_truth,llama_chat
395,7b-JudgeLM,llama_chat,gold_truth,llama_chat
396,7b-JudgeLM,llama_chat,gold_truth,llama_chat
397,7b-JudgeLM,llama_chat,gold_truth,llama_chat
398,7b-JudgeLM,llama_chat,gold_truth,llama_chat
399,7b-JudgeLM,llama_chat,gold_truth,llama_chat
400,7b-JudgeLM,llama_chat,gold_truth,llama_chat
401,7b-JudgeLM,llama_chat,gold_truth,llama_chat
402,7b-JudgeLM,llama_chat,gold_truth,llama_chat
403,7b-JudgeLM,llama_chat,gold_truth,gold_truth
404,7b-JudgeLM,llama_chat,gold_truth,llama_chat
405,7b-JudgeLM,llama_chat,gold_truth,llama_chat
406,7b-JudgeLM,llama_chat,gold_truth,llama_chat
407,7b-JudgeLM,llama_chat,gold_truth,gold_truth
408,7b-JudgeLM,llama_chat,gold_truth,llama_chat
409,7b-JudgeLM,llama_chat,gold_truth,llama_chat
410,7b-JudgeLM,llama_chat,gold_truth,llama_chat
411,7b-JudgeLM,llama_chat,gold_truth,llama_chat
412,7b-JudgeLM,llama_chat,gold_truth,llama_chat
413,7b-JudgeLM,llama_chat,gold_truth,llama_chat
414,7b-JudgeLM,llama_chat,gold_truth,llama_chat
415,7b-JudgeLM,llama_chat,gold_truth,llama_chat
416,7b-JudgeLM,llama_chat,gold_truth,gold_truth
417,7b-JudgeLM,llama_chat,gold_truth,llama_chat
418,7b-JudgeLM,llama_chat,gold_truth,llama_chat
419,7b-JudgeLM,llama_chat,gold_truth,llama_chat
420,7b-JudgeLM,llama_chat,gold_truth,llama_chat
421,7b-JudgeLM,llama_chat,gold_truth,gold_truth
422,7b-JudgeLM,llama_chat,gold_truth,llama_chat
423,7b-JudgeLM,llama_chat,gold_truth,gold_truth
424,7b-JudgeLM,llama_chat,gold_truth,gold_truth
425,7b-JudgeLM,llama_chat,gold_truth,gold_truth
426,7b-JudgeLM,llama_chat,gold_truth,llama_chat
427,7b-JudgeLM,llama_chat,gold_truth,llama_chat
428,7b-JudgeLM,llama_chat,gold_truth,llama_chat
429,7b-JudgeLM,llama_chat,gold_truth,gold_truth
430,7b-JudgeLM,llama_chat,gold_truth,llama_chat
431,7b-JudgeLM,llama_chat,gold_truth,llama_chat
432,7b-JudgeLM,llama_chat,gold_truth,llama_chat
433,7b-JudgeLM,llama_chat,gold_truth,gold_truth
434,7b-JudgeLM,llama_chat,gold_truth,llama_chat
435,7b-JudgeLM,llama_chat,gold_truth,llama_chat
436,7b-JudgeLM,llama_chat,gold_truth,llama_chat
437,7b-JudgeLM,llama_chat,gold_truth,llama_chat
438,7b-JudgeLM,llama_chat,gold_truth,llama_chat
439,7b-JudgeLM,llama_chat,gold_truth,llama_chat
440,7b-JudgeLM,llama_chat,gold_truth,llama_chat
441,7b-JudgeLM,llama_chat,gold_truth,gold_truth
442,7b-JudgeLM,llama_chat,gold_truth,llama_chat
443,7b-JudgeLM,llama_chat,gold_truth,gold_truth
444,7b-JudgeLM,llama_chat,gold_truth,llama_chat
445,7b-JudgeLM,llama_chat,gold_truth,llama_chat
446,7b-JudgeLM,llama_chat,gold_truth,llama_chat
447,7b-JudgeLM,llama_chat,gold_truth,llama_chat
448,7b-JudgeLM,llama_chat,gold_truth,llama_chat
449,7b-JudgeLM,llama_chat,gold_truth,llama_chat
450,7b-JudgeLM,llama_chat,gold_truth,llama_chat
451,7b-JudgeLM,llama_chat,gold_truth,llama_chat
452,7b-JudgeLM,llama_chat,gold_truth,llama_chat
453,7b-JudgeLM,llama_chat,gold_truth,llama_chat
454,7b-JudgeLM,llama_chat,gold_truth,llama_chat
455,7b-JudgeLM,llama_chat,gold_truth,llama_chat
456,7b-JudgeLM,llama_chat,gold_truth,llama_chat
457,7b-JudgeLM,llama_chat,gold_truth,gold_truth
458,7b-JudgeLM,llama_chat,gold_truth,llama_chat
459,7b-JudgeLM,llama_chat,gold_truth,llama_chat
460,7b-JudgeLM,llama_chat,gold_truth,llama_chat
461,7b-JudgeLM,llama_chat,gold_truth,gold_truth
462,7b-JudgeLM,llama_chat,gold_truth,llama_chat
463,7b-JudgeLM,llama_chat,gold_truth,llama_chat
464,7b-JudgeLM,llama_chat,gold_truth,llama_chat
