question_id,judge_model,model_1,model_2,wins
40,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
41,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
42,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
43,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
44,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
45,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
46,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
47,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
48,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
49,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
50,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
51,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
52,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
53,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
54,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
55,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
56,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
57,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
58,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
59,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
60,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
61,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
62,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
63,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
64,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
65,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
66,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
67,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
68,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
69,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
70,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
71,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
72,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
73,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
74,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
75,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
76,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
77,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
78,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
79,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
80,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
81,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
82,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
83,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
84,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
85,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
86,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
87,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
88,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
89,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
90,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
91,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
92,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
93,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
94,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
95,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
96,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
97,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
98,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
99,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
100,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
101,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
102,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
103,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
104,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
105,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
106,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
107,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
108,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
109,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
110,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
111,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
112,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
113,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
114,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
115,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
116,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
117,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
118,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
119,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
120,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
121,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
122,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
123,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
124,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
125,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
126,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
127,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
128,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
129,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
130,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
131,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
132,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
133,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
134,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
135,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
136,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
137,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
138,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
139,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
140,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
141,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
142,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
143,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
144,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
145,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
146,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
147,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
148,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
149,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
150,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
151,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
152,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
153,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
154,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
155,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
156,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
157,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
158,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
159,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
160,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
161,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
162,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
163,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
164,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
165,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
166,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
167,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
168,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
169,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
170,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
171,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
172,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
173,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
174,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
175,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
176,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
177,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
178,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
179,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
180,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
181,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
182,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
183,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
184,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
185,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
186,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
187,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
188,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
189,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
190,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
191,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
192,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
193,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
194,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
195,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
196,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
197,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
198,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
199,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
200,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
201,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
202,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
203,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
204,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
205,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
206,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
207,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
208,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
209,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
210,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
211,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
212,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
213,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
214,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
215,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
216,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
217,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
218,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
219,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
220,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
221,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
222,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
223,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
224,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
225,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
226,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
227,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
228,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
229,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
230,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
231,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
232,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
233,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
234,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
235,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
236,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
237,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
238,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
239,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
240,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
241,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
242,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
243,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
244,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
245,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
246,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
247,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
248,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
249,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
250,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
251,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
252,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
253,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
254,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
255,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
256,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
257,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
258,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
259,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
260,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
261,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
262,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
263,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
264,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
265,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
266,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
267,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
268,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
269,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
270,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
271,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
272,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
273,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
274,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
275,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
276,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
277,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
278,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
279,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
280,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
281,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
282,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
283,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
284,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
285,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
286,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
287,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
288,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
289,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
290,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
291,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
292,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
293,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
294,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
295,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
296,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
297,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
298,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
299,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
300,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
301,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
302,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
303,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
304,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
305,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
306,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
307,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
308,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
309,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,tie
310,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
311,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
312,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
313,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
314,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
315,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
316,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
317,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
318,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
319,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
320,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
321,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
322,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
323,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
324,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
325,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
326,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
327,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
328,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
329,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
330,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
331,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
332,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
333,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
334,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
335,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,mistral_zs_instruct
336,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
337,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
338,33b-JudgeLM,llama_zs_chat,mistral_zs_instruct,llama_zs_chat
